id,message_id,transaction_id,user_id,message_type,message_data,bet_amount,payout_amount,currency,game_name,game_id,house_edge,falcon_routing_key,falcon_exchange,falcon_queue,status,retry_count,last_retry_at,created_at,sent_at,acknowledged_at,error_message,error_code,falcon_response,reconciliation_status,reconciliation_notes
ffbecc2c-ac8a-463e-8520-8c44b71e38da,falcon_casino_result_6_1765320901_18831_1765320901541815142,result_6_1765320901_18831,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_6_1765320901_18831"", ""payout"": 100, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 100, ""bet_placed_unix_timestamp"": 1765320901}",1.00000000,100.00000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:01.541942,2025-12-09 22:55:01.544833,,,,"",pending,""
c5be362e-056f-410b-ad47-6846826f385d,falcon_casino_result_7_1765320901_11793_1765320902037842763,result_7_1765320901_11793,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 0.1, ""bet_id"": ""result_7_1765320901_11793"", ""payout"": 0.15, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 1.4999999999999998, ""bet_placed_unix_timestamp"": 1765320902}",0.10000000,0.15000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:02.038006,2025-12-09 22:55:02.041512,,,,"",pending,""
39f8e065-713c-4f20-a434-003ed869b661,falcon_casino_result_9_1765320902_18355_1765320902723698374,result_9_1765320902_18355,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_9_1765320902_18355"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320902}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:02.723773,2025-12-09 22:55:02.726627,,,,"",pending,""
88f184f5-c88c-4386-aaae-0517ef25f8b0,falcon_casino_result_10_1765320902_1539_1765320903145287257,result_10_1765320902_1539,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_10_1765320902_1539"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320903}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:03.145381,2025-12-09 22:55:03.147731,,,,"",pending,""
705b1b7f-5688-4e3d-a25a-64a1a337c5b1,falcon_casino_result_12_1765320903_23138_1765320955625856540,result_12_1765320903_23138,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_12_1765320903_23138"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320955}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:55.626028,2025-12-09 22:55:55.630912,,,,"",pending,""
c1b8f584-0290-433e-9791-78185a38ffd8,falcon_casino_result_14_1765320955_12023_1765320956511750210,result_14_1765320955_12023,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_14_1765320955_12023"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320956}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:56.511918,2025-12-09 22:55:56.519267,,,,"",pending,""
f1f8f323-f2e7-4913-a258-b876900a2e8f,falcon_casino_result_15_1765320956_11349_1765320957118208478,result_15_1765320956_11349,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_15_1765320956_11349"", ""payout"": 0, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 0, ""bet_placed_unix_timestamp"": 1765320957}",1.00000000,0.00000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:57.118601,2025-12-09 22:55:57.122766,,,,"",pending,""
d37132b8-7ceb-4ce9-a330-4cdbf04ca2eb,falcon_casino_result_16_1765320957_2064_1765320957775487238,result_16_1765320957_2064,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_16_1765320957_2064"", ""payout"": 100, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 100, ""bet_placed_unix_timestamp"": 1765320957}",1.00000000,100.00000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:57.77568,2025-12-09 22:55:57.782752,,,,"",pending,""
216b1390-f41a-478a-a1ac-e7cc7e1726a9,falcon_casino_result_17_1765320957_1782_1765320958350268727,result_17_1765320957_1782,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 0.1, ""bet_id"": ""result_17_1765320957_1782"", ""payout"": 0.15, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 1.4999999999999998, ""bet_placed_unix_timestamp"": 1765320958}",0.10000000,0.15000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:58.350401,2025-12-09 22:55:58.352192,,,,"",pending,""
ce85498a-ab44-43d8-94e3-b40d142620d1,falcon_casino_result_19_1765320958_681_1765320959314343264,result_19_1765320958_681,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_19_1765320958_681"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320959}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:55:59.314419,2025-12-09 22:55:59.318845,,,,"",pending,""
56c38569-b51e-4659-81fd-ca613b9dd844,falcon_casino_result_20_1765320959_29864_1765320960005505667,result_20_1765320959_29864,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_20_1765320959_29864"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765320960}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:56:00.005872,2025-12-09 22:56:00.007928,,,,"",pending,""
8f705453-93c3-44a7-b319-712da879afa4,falcon_casino_result_22_1765320960_11721_1765321020617207932,result_22_1765320960_11721,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_22_1765320960_11721"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765321020}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:00.617256,2025-12-09 22:57:00.618919,,,,"",pending,""
c9767410-4af9-4d3b-a641-9a0aaf01a852,falcon_casino_result_24_1765321020_14913_1765321021133826812,result_24_1765321020_14913,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_24_1765321020_14913"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765321021}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:01.133945,2025-12-09 22:57:01.135827,,,,"",pending,""
1fd3bd21-8859-477e-af64-93964974a7b7,falcon_casino_result_25_1765321021_31332_1765321021483790526,result_25_1765321021_31332,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_25_1765321021_31332"", ""payout"": 0, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 0, ""bet_placed_unix_timestamp"": 1765321021}",1.00000000,0.00000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:01.483896,2025-12-09 22:57:01.485463,,,,"",pending,""
0bf8fede-dfa1-4a48-87fe-8d1bf1b20572,falcon_casino_result_26_1765321021_9146_1765321021749605504,result_26_1765321021_9146,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_26_1765321021_9146"", ""payout"": 100, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 100, ""bet_placed_unix_timestamp"": 1765321021}",1.00000000,100.00000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:01.74964,2025-12-09 22:57:01.751215,,,,"",pending,""
04c35806-051b-4584-b093-1dddbcc64574,falcon_casino_result_27_1765321021_11723_1765321022029929034,result_27_1765321021_11723,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 0.1, ""bet_id"": ""result_27_1765321021_11723"", ""payout"": 0.15, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 1.4999999999999998, ""bet_placed_unix_timestamp"": 1765321022}",0.10000000,0.15000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:02.03002,2025-12-09 22:57:02.032011,,,,"",pending,""
3ecde449-c87c-4fe8-bbcd-1d9074c999e2,falcon_casino_result_29_1765321022_7577_1765321022796969747,result_29_1765321022_7577,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_29_1765321022_7577"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765321022}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:02.797027,2025-12-09 22:57:02.798975,,,,"",pending,""
d24a64de-9237-482d-a5a7-65246bff925e,falcon_casino_result_30_1765321022_23177_1765321023189398654,result_30_1765321022_23177,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_30_1765321022_23177"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765321023}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:03.189451,2025-12-09 22:57:03.190651,,,,"",pending,""
816ee8ef-b5a4-48c9-8fb1-5d4fac18fe30,falcon_casino_result_34_1765321023_15034_1765321024130144322,result_34_1765321023_15034,0b4e6e14-bfcb-4c37-8a38-fb3b8462c608,casino,"{""edge"": 4.55, ""type"": ""casino"", ""active"": false, ""amount"": 1, ""bet_id"": ""result_34_1765321023_15034"", ""payout"": 2.5, ""status"": ""settled"", ""user_id"": ""0b4e6e14-bfcb-4c37-8a38-fb3b8462c608"", ""currency"": ""USD"", ""metadata"": {""client_name"": ""tucanbit""}, ""provider"": ""Pragmatic Play"", ""username"": ""ashenafi_alemu"", ""game_name"": ""Sweet Bonanza™"", ""provider_type"": ""casino"", ""payout_multiplier"": 2.5, ""bet_placed_unix_timestamp"": 1765321024}",1.00000000,2.50000000,USD,Sweet Bonanza™,"",4.550000,client.acme,falcon_liquidity,client_acme_queue,sent,0,,2025-12-09 22:57:04.130485,2025-12-09 22:57:04.133341,,,,"",pending,""
