id,name,status,timestamp,photo,price,enabled,game_id,internal_name,integration_partner,provider
86ba153f-6845-4a7c-aefd-aa5daac06e7f,"",ACTIVE,2025-10-08 22:52:30.50691,,,t,130300041,Scratch Dice,groovetech,""
849bb852-adf4-4528-b2ea-09d49249dcf3,"",ACTIVE,2025-10-08 22:52:30.507439,,,t,130300048,West Town,groovetech,""
f8d0f14b-e0e6-48e8-b9e5-6bda7f8991d3,"",ACTIVE,2025-10-08 22:52:30.50771,,,t,130300090,Acceptance test,groovetech,""
f854dc87-e0f4-4ddf-8169-5835f0d36024,"",ACTIVE,2025-10-08 22:52:30.507993,,,t,130300093,Spin and Spell,groovetech,""
87e98cf0-221a-4d2c-b858-002fd8ff0e36,"",ACTIVE,2025-10-08 22:52:30.508252,,,t,130300094,Plinko,groovetech,""
db9289b4-7236-4f5c-8044-52306435bc17,"",ACTIVE,2025-10-08 22:52:30.508525,,,t,130300095,Deep Sea,groovetech,""
8925828c-46ac-4c06-b6ef-19c46b6be584,"",ACTIVE,2025-10-08 22:52:30.508783,,,t,130300096,Avalon: The Lost Kingdom,groovetech,""
75a6ddc3-a584-45c5-86dd-dcf6ef6f8e1a,"",ACTIVE,2025-10-08 22:52:30.509099,,,t,130300097,Four Lucky Clover ,groovetech,""
433f6546-9efa-4829-8c03-cb28c68ca5f7,"",ACTIVE,2025-10-08 22:52:30.509582,,,t,130300098,Elvis Frog in Vegas,groovetech,""
20f5821c-0055-4839-9e50-9b10ee40a5fc,"",ACTIVE,2025-10-08 22:52:30.509935,,,t,130300099,Book of Cats,groovetech,""
e61044a5-4461-4355-a139-25aab7a7ab39,"",ACTIVE,2025-10-08 22:52:30.510277,,,t,130300100,All Lucky Clovers 5,groovetech,""
f4d3ba22-6be3-4730-976b-ea9e3e2cec37,"",ACTIVE,2025-10-08 22:52:30.510647,,,t,130300101,Johnny Cash,groovetech,""
1bbeca25-9c3b-434a-ac9c-a3036713bc14,"",ACTIVE,2025-10-08 22:52:30.511078,,,t,130300102,Lady Wolf Moon,groovetech,""
92169148-0c17-4b16-81e1-5c09815b463a,"",ACTIVE,2025-10-08 22:52:30.511545,,,t,130300103,Fruit Million,groovetech,""
832fda2c-d013-48df-9f2a-04b88c8b3814,"",ACTIVE,2025-10-08 22:52:30.51213,,,t,130300104,Hit the Route,groovetech,""
b6f102a1-c2a7-4162-93e0-adc096412944,"",ACTIVE,2025-10-08 22:52:30.512524,,,t,130300105,Four Lucky Diamonds,groovetech,""
853767e1-8305-41f2-9898-f74c0ea0c68c,"",ACTIVE,2025-10-08 22:52:30.512867,,,t,130300106,Mechanical Clover,groovetech,""
8a4110e1-4ecc-4a3f-84d6-3d94a3ece738,"",ACTIVE,2025-10-08 22:52:30.513186,,,t,130300107,WBC Ring of Riches,groovetech,""
f95cf2bf-2f2d-4f36-aa80-a06dbde2c522,"",ACTIVE,2025-10-08 22:52:30.513508,,,t,130300108,Dig Dig Digger,groovetech,""
018315ab-edc3-4f6e-9e5e-cba2d1028f6b,"",ACTIVE,2025-10-08 22:52:30.513842,,,t,130300109,Aloha King Elvis,groovetech,""
05699b9a-09d3-48c5-87cf-6c535c551ac4,"",ACTIVE,2025-10-08 22:52:30.514159,,,t,130300110,Dragon's Gold 100,groovetech,""
939f86a9-428e-4c82-99a9-fb8cdc0e8c84,"",ACTIVE,2025-10-08 22:52:30.514501,,,t,130300111,Miss Cherry Fruits,groovetech,""
196e9b6f-a9d7-4419-8dc3-519e4768098e,"",ACTIVE,2025-10-08 22:52:30.51478,,,t,130300112,Candy Monsta,groovetech,""
d38cfbc5-4c0c-4f4d-8648-7d13f71b3d87,"",ACTIVE,2025-10-08 22:52:30.51505,,,t,130300113,Lucky Dama Muerta,groovetech,""
8ab29d2a-2832-42fb-85d9-9d8ccc4ad098,"",ACTIVE,2025-10-08 22:52:30.515321,,,t,130300114,Road 2 Riches,groovetech,""
b64992d0-0021-4881-92e3-3e13d41395ea,"",ACTIVE,2025-10-08 22:52:30.515583,,,t,130300116,Bonanza Billion,groovetech,""
964936cd-c0b6-4636-8bcc-3857e9a3e9dd,"",ACTIVE,2025-10-08 22:52:30.515843,,,t,130300117,Space XY,groovetech,""
49a52a20-f339-4edf-b060-0ec3d36ed1f5,"",ACTIVE,2025-10-08 22:52:30.516103,,,t,130300118,Aztec Magic MEGAWAYS™,groovetech,""
dba48365-73fc-4f33-9504-b48ca3c08c42,"",ACTIVE,2025-10-08 22:52:30.516372,,,t,130300119,Heads and Tails XY,groovetech,""
02a6e116-c5e0-4998-985b-f8837ed55218,"",ACTIVE,2025-10-08 22:52:30.516611,,,t,130300120,Rocket Dice XY,groovetech,""
48416d07-379b-4310-a4fc-e21e5e5a7195,"",ACTIVE,2025-10-08 22:52:30.516851,,,t,130300121,Minesweeper XY,groovetech,""
4d970912-1056-475c-b720-f2503dad761e,"",ACTIVE,2025-10-08 22:52:30.517088,,,t,130300122,Plinko XY,groovetech,""
e7c6a349-f821-4768-bef8-0f79866a3adc,"",ACTIVE,2025-10-08 22:52:30.517331,,,t,130300123,Aztec Magic Bonanza,groovetech,""
cdf88eb4-4e91-461c-a9ba-aa1d3b2a7e72,"",ACTIVE,2025-10-08 22:52:30.517552,,,t,130300124,Joker Queen,groovetech,""
442ffb37-13ec-483a-b889-d7b4b1679e77,"",ACTIVE,2025-10-08 22:52:30.517766,,,t,130300125,Clover Bonanza,groovetech,""
f2dbe83e-f391-473d-95f8-4a27522e1433,"",ACTIVE,2025-10-08 22:52:30.517992,,,t,130300126,Lucky Farm Bonanza,groovetech,""
4dcaf874-08fb-4e66-bee8-a15063ce3d9e,"",ACTIVE,2025-10-08 22:52:30.51823,,,t,130300127,Wild Cash,groovetech,""
cab29e6c-3ed0-407f-b97e-7d70f084df35,"",ACTIVE,2025-10-08 22:52:30.518462,,,t,130300128,Penny Pelican,groovetech,""
03905aea-f099-4025-8974-be08fd86729e,"",ACTIVE,2025-10-08 22:52:30.518679,,,t,130300129,Big Atlantis Frenzy,groovetech,""
7fdd7bb0-8b53-4b52-8027-81a48f3d36fe,"",ACTIVE,2025-10-08 22:52:30.518997,,,t,130300130,Gold Rush with Johnny Cash,groovetech,""
33a59e98-cbe0-491c-9829-c8577b740102,"",ACTIVE,2025-10-08 22:52:30.519232,,,t,130300131,Lady Wolf Moon Megaways,groovetech,""
139c24d5-1d35-48e9-91c1-7d9bd39a4ab8,"",ACTIVE,2025-10-08 22:52:30.519675,,,t,130300132,Maneki 88 Gold,groovetech,""
ca08d63e-5728-49e8-b594-fcb3c422fba4,"",ACTIVE,2025-10-08 22:52:30.519936,,,t,130300133,Wild Cash x9990,groovetech,""
09a79936-bf87-49e3-b383-3ec69ce82473,"",ACTIVE,2025-10-08 22:52:30.520197,,,t,130300134,Forty Fruity Million,groovetech,""
1ea6109e-cc19-4cfc-b089-5f4addea14eb,"",ACTIVE,2025-10-08 22:52:30.520463,,,t,130300135,Beer Bonanza,groovetech,""
10e0455e-f9ab-409a-93a6-f8f51dd1de78,"",ACTIVE,2025-10-08 22:52:30.520695,,,t,130300136,Halloween Bonanza,groovetech,""
4b02cd14-eb5b-47e8-9fd3-f5463dc42f18,"",ACTIVE,2025-10-08 22:52:30.520918,,,t,130300137,Elvis Frog TRUEWAYS™,groovetech,""
be7aca44-0f22-4321-96d1-76eeae73be3e,"",ACTIVE,2025-10-08 22:52:30.521148,,,t,130300138,Soccermania,groovetech,""
15066c7f-7244-492c-a810-e9e709de9dc9,"",ACTIVE,2025-10-08 22:52:30.521687,,,t,130300139,Burning Chilli X,groovetech,""
ad6530bb-134b-4379-a74b-ea06b169d4f6,"",ACTIVE,2025-10-08 22:52:30.521938,,,t,130300140,Gangsterz,groovetech,""
f0efec17-d509-4235-8c8a-4ded6b26f903,"",ACTIVE,2025-10-08 22:52:30.522095,,,t,130300141,Book of Cats Megaways,groovetech,""
c3fffb75-42dc-4ff7-b05f-52e35218126b,"",ACTIVE,2025-10-08 22:52:30.522253,,,t,130300142,Gift Rush,groovetech,""
21659d35-d338-4e46-a7ba-78b8cc8c938a,"",ACTIVE,2025-10-08 22:52:30.522429,,,t,130300143,Potion Spells,groovetech,""
da5d52be-5d64-4b13-b637-2be6d3dc53ed,"",ACTIVE,2025-10-08 22:52:30.522625,,,t,130300144,Domnitor's Treasure,groovetech,""
e97b5297-a81c-4f9b-9589-b8a89dfc5d1d,"",ACTIVE,2025-10-08 22:52:30.522826,,,t,130300145,Miss Cherry Fruits Jackpot party,groovetech,""
2d6ea925-638f-48dd-9550-fcfa9cd0dafd,"",ACTIVE,2025-10-08 22:52:30.522989,,,t,130300146,Platinum Lightning Deluxe,groovetech,""
58da1cfc-c5f9-4b73-8034-6e98433d2a43,"",ACTIVE,2025-10-08 22:52:30.523173,,,t,130300147,Sweet Rush Megaways,groovetech,""
5ad14c02-c215-4b05-a5b6-3076ce5f047f,"",ACTIVE,2025-10-08 22:52:30.523463,,,t,130300148,Lucky Oak,groovetech,""
a0026512-f2f9-4058-bec9-83354bef2b03,"",ACTIVE,2025-10-08 22:52:30.523728,,,t,130300149,Book of Kemet,groovetech,""
d82462a1-cd40-4a8f-aa16-126d477c7070,"",ACTIVE,2025-10-08 22:52:30.523958,,,t,130300150,Easter Plinko,groovetech,""
ea0e4928-dc9f-47db-a8c4-c989e1cf409e,"",ACTIVE,2025-10-08 22:52:30.524228,,,t,130300151,Easter Heist,groovetech,""
ab2bdad9-6f67-4a83-a3f0-dd494688a99a,"",ACTIVE,2025-10-08 22:52:30.524671,,,t,130300152,Alien Fruits,groovetech,""
c7f45fef-b44d-4f26-9f54-d9646d02da84,"",ACTIVE,2025-10-08 22:52:30.525014,,,t,130300153,All Lucky Clover 20,groovetech,""
76e965b4-706a-4bb8-98a3-455736f6ada4,"",ACTIVE,2025-10-08 22:52:30.525243,,,t,130300154,All Lucky Clover 40,groovetech,""
8c6c6ee2-b681-4fcf-81ad-cf2e21f7b909,"",ACTIVE,2025-10-08 22:52:30.525577,,,t,130300155,All Lucky Clover 100,groovetech,""
84b89425-e509-462f-9e31-11bd1d32481f,"",ACTIVE,2025-10-08 22:52:30.525725,,,t,130300156,Royal High-Road,groovetech,""
e8f57eb6-7c67-44ea-a0c9-58759301fee9,"",ACTIVE,2025-10-08 22:52:30.525866,,,t,130300157,Lucky Crew,groovetech,""
16fdcaa1-12e7-4d4b-900c-5c9472ce62d0,"",ACTIVE,2025-10-08 22:52:30.526006,,,t,130300158,Savage Buffalo Spirit,groovetech,""
72843ff0-d3e9-40a9-a9c7-bcd2f3f5246e,"",ACTIVE,2025-10-08 22:52:30.526191,,,t,130300159,Limbo XY,groovetech,""
4e3f5e9c-09f9-40ac-b5a9-fb4a23afda5a,"",ACTIVE,2025-10-08 22:52:30.526432,,,t,130300160,Gemhalla,groovetech,""
623f211c-b95e-43c3-9c3d-dfa60adc585c,"",ACTIVE,2025-10-08 22:52:30.526619,,,t,130300161,Wild Chicago,groovetech,""
d4282ec5-e99d-4a0e-9f9a-bad5fd74d895,"",ACTIVE,2025-10-08 22:52:30.5268,,,t,130300162,Beast Band,groovetech,""
80f7a831-f1a7-44ca-9d85-3d6ab3c39403,"",ACTIVE,2025-10-08 22:52:30.526963,,,t,130300163,Dice Bonanza,groovetech,""
e9cf7030-c2d0-4d6f-b85a-70e7a573e255,"",ACTIVE,2025-10-08 22:52:30.527094,,,t,130300164,Luck & Magic,groovetech,""
406a7690-ae0b-4edd-bb3f-3c9973159c35,"",ACTIVE,2025-10-08 22:52:30.527252,,,t,130300165,Dice Million,groovetech,""
3a41dc86-c7d3-403d-9a39-581dc3193805,"",ACTIVE,2025-10-08 22:52:30.527414,,,t,130300166,Savage Buffalo Spirit Megaways,groovetech,""
8856ac6c-ec43-4736-a0d1-2937935dba1e,"",ACTIVE,2025-10-08 22:52:30.527553,,,t,130300167,Wild Cash Dice,groovetech,""
c77b9472-f317-42be-b6f7-a6cd228f405b,"",ACTIVE,2025-10-08 22:52:30.527685,,,t,130300168,Maneki 88 Fortunes,groovetech,""
d5b829b9-489f-42e7-a339-2e14793f5057,"",ACTIVE,2025-10-08 22:52:30.527816,,,t,130300169,Bone Bonanza,groovetech,""
f0690613-9eee-4c0f-9066-f74717767786,"",ACTIVE,2025-10-08 22:52:30.527947,,,t,130300170,Mice & Magic Wonder Spin,groovetech,""
554f9d02-72fa-4b77-b62e-6d44516241e4,"",ACTIVE,2025-10-08 22:52:30.528076,,,t,130300171,Monster Hunt,groovetech,""
9dc8c973-d8cf-404f-8762-6fc381d2e318,"",ACTIVE,2025-10-08 22:52:30.52821,,,t,130300172,Merge Up™,groovetech,""
65ecd8dc-7fdb-47a6-8199-2cb47a78fc37,"",ACTIVE,2025-10-08 22:52:30.528366,,,t,130300173,Scratch Alpaca Gold,groovetech,""
1c9d2bb5-3c60-4c07-9a53-7b462a1b821e,"",ACTIVE,2025-10-08 22:52:30.528495,,,t,130300174,Scratch Alpaca Bronze,groovetech,""
e5e3edbd-2a1a-4b17-b885-f0f71022af37,"",ACTIVE,2025-10-08 22:52:30.528623,,,t,130300175,Scratch Alpaca Silver,groovetech,""
a164f290-6fb8-476c-95e0-97aebb0c93bf,"",ACTIVE,2025-10-08 22:52:30.528772,,,t,130300176,Mummy’s Gold,groovetech,""
b482cb7c-b700-4da0-88bc-b3cf414acd1d,"",ACTIVE,2025-10-08 22:52:30.528928,,,t,130300177,Book of Panda Megaways™,groovetech,""
5b17f273-e9f7-4721-9834-ef73b340f2aa,"",ACTIVE,2025-10-08 22:52:30.529085,,,t,130300178,Tramp Day,groovetech,""
9461daf8-71bd-494c-86c3-8d306b4efa3b,"",ACTIVE,2025-10-08 22:52:30.529216,,,t,130300179,Hottest 666,groovetech,""
050e0490-f7b2-42c3-86b3-d01f7e634e17,"",ACTIVE,2025-10-08 22:52:30.52936,,,t,130300180,Gemza,groovetech,""
ea1d8e16-7211-4fce-b514-fd4064021b1c,"",ACTIVE,2025-10-08 22:52:30.52949,,,t,130300181,Slot Machine,groovetech,""
e697a638-b4b0-40c7-8c8f-17fe2fcd2ae5,"",ACTIVE,2025-10-08 22:52:30.52962,,,t,130300182,Gift X,groovetech,""
7a5b2ffd-e920-438b-9861-9d35712d24b6,"",ACTIVE,2025-10-08 22:52:30.529746,,,t,130300183,Ice Scratch Bronze,groovetech,""
548c8da8-d75e-499b-8699-5f87110c7b0b,"",ACTIVE,2025-10-08 22:52:30.529874,,,t,130300184,Capymania Orange,groovetech,""
78d3effd-a956-4cd2-a29c-2ffd53b08f3e,"",ACTIVE,2025-10-08 22:52:30.529999,,,t,130300185,Capymania Green,groovetech,""
e893d7e2-d808-472d-b2a7-91f47dee172b,"",ACTIVE,2025-10-08 22:52:30.530124,,,t,130300186,Capymania Yellow,groovetech,""
bea9e584-8389-4d9a-89f6-f5ebc881525e,"",ACTIVE,2025-10-08 22:52:30.530266,,,t,130300187,Wild Tiger,groovetech,""
2fd21f14-e29b-4f62-b937-50c813c2c1fd,"",ACTIVE,2025-10-08 22:52:30.530406,,,t,130300189, God of Wealth Hold And Win,groovetech,""
827464e1-1dc7-4b0c-abdb-bf26884ad8b8,"",ACTIVE,2025-10-08 22:52:30.530531,,,t,130300191,Wild Heart,groovetech,""
bff53d76-722b-491d-b69f-732fbf14db18,"",ACTIVE,2025-10-08 22:52:30.530655,,,t,130300192,Aztec Clusters ,groovetech,""
c1077f4e-1a3e-41ef-8cba-78cb67e72f06,"",ACTIVE,2025-10-08 22:52:30.530819,,,t,130300193,Lucky 8 Merge Up,groovetech,""
83c24850-2e6d-4c9e-9922-ba46c9dd3df9,"",ACTIVE,2025-10-08 22:52:30.530949,,,t,130300194,Pop Zen,groovetech,""
23fd2360-0739-461e-991f-b00a3706e9ad,"",ACTIVE,2025-10-08 22:52:30.531074,,,t,130300195,Dragon's Crash,groovetech,""
353ddd91-3571-4a11-b8e0-d73ea112e713,"",ACTIVE,2025-10-08 22:52:30.531198,,,t,130300196,Diamond of Jungle,groovetech,""
87849d68-1046-415b-9d15-06c5242f076e,"",ACTIVE,2025-10-08 22:52:30.53143,,,t,130300197,3 Kings Scratch,groovetech,""
c671012a-56ee-4a70-998b-5e7dcb982be6,"",ACTIVE,2025-10-08 22:52:30.53156,,,t,130300198,Lucky Dragon MultiDice X,groovetech,""
9697207c-0f6b-48c5-82b2-4726f464f6cc,"",ACTIVE,2025-10-08 22:52:30.531686,,,t,130300202,OOF The Goldmine Planet,groovetech,""
99fb7d02-ef82-49e7-8925-c9600552248c,"",ACTIVE,2025-10-08 22:52:30.53181,,,t,130300203,Luck & Magic Scratch,groovetech,""
d3b1b6f4-ae7f-4b90-9488-37daf4bc0d7b,"",ACTIVE,2025-10-08 22:52:30.53194,,,t,130300204,Chicken Rush,groovetech,""
f31f1983-6b64-4463-9316-77a35bac867b,"",ACTIVE,2025-10-08 22:52:30.532063,,,t,130300205,Panda Luck,groovetech,""
0cad0033-4bf2-47c1-85be-5cc164efe2c5,"",ACTIVE,2025-10-08 22:52:30.532187,,,t,130300209,Gold of Minos,groovetech,""
298ad367-f7ac-40f9-bbf2-2af4fdb3d1de,"",ACTIVE,2025-10-08 22:52:30.53233,,,t,130300210,Fishing Club,groovetech,""
fc679ace-e1f3-4bc6-be7e-0853a7d4a4cb,"",ACTIVE,2025-10-08 22:52:30.532456,,,t,130300211,Dragon Age Hold & Win,groovetech,""
2324cbde-2150-46fd-92a4-91dbae90a2b2,"",ACTIVE,2025-10-08 22:52:30.53258,,,t,130300212,Alien Fruits 2,groovetech,""
e2ad4fd3-337c-4bc0-be85-d6b2f9058a74,"",ACTIVE,2025-10-08 22:52:30.532713,,,t,130300213,Aviamasters,groovetech,""
9edb5cb6-5f30-40d4-bd72-fde22adf890c,"",ACTIVE,2025-10-08 22:52:30.532838,,,t,130300214,Grand Patron,groovetech,""
7b7395bc-76e5-45dc-ba7b-5a5c10455983,"",ACTIVE,2025-10-08 22:52:30.532964,,,t,130300215,Gold Magnate,groovetech,""
f0ed765e-d115-486f-8db6-c731ad36b217,"",ACTIVE,2025-10-08 22:52:30.533089,,,t,130300216,Secret Bar Multidice X,groovetech,""
d2cfa376-7159-4e82-9076-269784341f21,"",ACTIVE,2025-10-08 22:52:30.533229,,,t,130300217,Wild West Trueways™,groovetech,""
74cb48b8-d83d-491f-b12e-925703dc7b2e,"",ACTIVE,2025-10-08 22:52:30.533401,,,t,130300218,Street Power,groovetech,""
0ec5d18e-ddc9-4179-9161-3c3c434afb81,"",ACTIVE,2025-10-08 22:52:30.533537,,,t,130300219,Catch the Gold Hold and Win,groovetech,""
0496609f-237e-4758-a384-c9550c2ef42c,"",ACTIVE,2025-10-08 22:52:30.533675,,,t,130300220,Kraken’s Hunger,groovetech,""
96e3ae09-eb32-4365-966e-840512668284,"",ACTIVE,2025-10-08 22:52:30.533809,,,t,130300221,Train to Rio Grande,groovetech,""
34add3b4-a0e3-48aa-b357-e5729f7da0ab,"",ACTIVE,2025-10-08 22:52:30.533943,,,t,130300222,Mine Gems,groovetech,""
4b69835c-f9d8-4da3-860e-f28ef307cecd,"",ACTIVE,2025-10-08 22:52:30.534081,,,t,130300223,Robospin,groovetech,""
2520afbf-c724-4960-ba1d-19b58436858f,"",ACTIVE,2025-10-08 22:52:30.534225,,,t,130300224,Royal Fruits MultiLines,groovetech,""
6f3019cd-b851-4452-aba6-21856e4f2ee9,"",ACTIVE,2025-10-08 22:52:30.534381,,,t,130300225,TOP EAGLE,groovetech,""
a0200a27-5c4d-4d3b-b087-c8ff3d112f71,"",ACTIVE,2025-10-08 22:52:30.534527,,,t,130300226,Voodoo People,groovetech,""
ae1c53f1-351c-4f0f-bb07-528f55123497,"",ACTIVE,2025-10-08 22:52:30.53466,,,t,130300227,Fortuna Trueways,groovetech,""
6fde034d-df5b-4af2-bb92-89f3c27a7a59,"",ACTIVE,2025-10-08 22:52:30.534789,,,t,130300228,Aztec's Claw Wild Dice,groovetech,""
45acfda3-72c2-4c98-aced-8f16be4d8f2d,"",ACTIVE,2025-10-08 22:52:30.534918,,,t,130300230,Rotating Element,groovetech,""
a3b58182-cfc5-49f9-9ccf-6ebead038521,"",ACTIVE,2025-10-08 22:52:30.535045,,,t,130300231,Carnival Bonanza,groovetech,""
38f9f570-f2dd-4f09-bcc8-33b4868e6355,"",ACTIVE,2025-10-08 22:52:30.535173,,,t,130300232,Forgotten,groovetech,""
b451cdb3-9bba-4c67-83d7-0427fd683c8c,"",ACTIVE,2025-10-08 22:52:30.535313,,,t,130300233,Snoop Dogg Dollars,groovetech,""
71e15660-08e0-4cd6-9384-ed55ffe0fbb8,"",ACTIVE,2025-10-08 22:52:30.535444,,,t,130300234,Dice Clash,groovetech,""
07a3dec0-c109-4e55-9169-98c35224fffd,"",ACTIVE,2025-10-08 22:52:30.535573,,,t,130300235,Catdiana,groovetech,""
97299313-5208-4639-b736-e89ac0d0c7d2,"",ACTIVE,2025-10-08 22:52:30.535703,,,t,130300236,Golden Pride,groovetech,""
369c5a3e-88a5-4483-89b5-d62230bc96d3,"",ACTIVE,2025-10-08 22:52:30.535842,,,t,130300237,Wild Moon Thieves,groovetech,""
dde5af7d-b1c8-4972-834d-aa6353b52dbb,"",ACTIVE,2025-10-08 22:52:30.535983,,,t,130300238,Tile Master,groovetech,""
2d641d95-a653-4028-b720-6782e5d34254,"",ACTIVE,2025-10-08 22:52:30.536123,,,t,130300239,Lucky Ducky,groovetech,""
831437d4-c139-4dd3-8da4-4758424b7d2f,"",ACTIVE,2025-10-08 22:52:30.53633,,,t,130300240,Plinko 2,groovetech,""
41303727-3c6d-4e5f-8c9d-26c39f48794d,"",ACTIVE,2025-10-08 22:52:30.536506,,,t,130300241,Sakura Riches 60,groovetech,""
1d9195d4-ec6c-45af-ae96-2412f2f2c6d5,"",ACTIVE,2025-10-08 22:52:30.536662,,,t,130300242,Haunted reels,groovetech,""
8e2a3f46-6985-4deb-8a41-897b67524636,"",ACTIVE,2025-10-08 22:52:30.536825,,,t,130300244,Disco Party,groovetech,""
f80e4223-997b-42b0-9e32-1961365ab1d0,"",ACTIVE,2025-10-08 22:52:30.537003,,,t,130300245,Hot Chilli Bells,groovetech,""
04854ae4-ba0c-4acb-a1db-df410a2c9680,"",ACTIVE,2025-10-08 22:52:30.53719,,,t,130300246,Winter Fishing Club,groovetech,""
5d3cc30b-7fd2-49e5-b318-cd11bbd17e61,"",ACTIVE,2025-10-08 22:52:30.537409,,,t,130300247,Joker’s Million,groovetech,""
b940fbca-cc16-4261-b1d2-a5be3007b645,"",ACTIVE,2025-10-08 22:52:30.53768,,,t,130300248,All-Star Fruits,groovetech,""
e3899070-0376-4e05-b931-0baf783ed736,"",ACTIVE,2025-10-08 22:52:30.537965,,,t,130300249,Wild Card Gang,groovetech,""
376d1dc8-e1c9-4cd6-bb5b-18a8a9b3e37d,"",ACTIVE,2025-10-08 22:52:30.538211,,,t,130300250,Jungle Queen,groovetech,""
e9975068-72fe-49d7-8a01-d77d50c17245,"",ACTIVE,2025-10-08 22:52:30.538655,,,t,130300251,Alice WonderLuck,groovetech,""
844f1a4a-72cf-4d2e-9ebd-c0f5f9f878f1,"",ACTIVE,2025-10-08 22:52:30.538937,,,t,130300252,Treasure of Anubis,groovetech,""
96a6b75e-f7fb-4ed3-8722-f022954bc830,"",ACTIVE,2025-10-08 22:52:30.539174,,,t,130300253,Fortune Bells,groovetech,""
32d65cb3-fbad-46b2-a449-76b39c0614af,"",ACTIVE,2025-10-08 22:52:30.539459,,,t,130300254,Wild Clusters,groovetech,""
c1e488d3-77b7-4f42-b798-b6ca5444ce3f,"",ACTIVE,2025-10-08 22:52:30.539757,,,t,130300255,Zeus Goes Wild,groovetech,""
ef7f28a5-1013-40b9-a0ec-45a0d49e2fef,"",ACTIVE,2025-10-08 22:52:30.540025,,,t,130300256,Arrow Slot,groovetech,""
dd6d0c8a-a81d-426b-8376-cede02e6692b,"",ACTIVE,2025-10-08 22:52:30.540331,,,t,130300257,Doomsday Saloon,groovetech,""
